Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
109,Ben Davies,wls WAL,DF,Tottenham,28,1993,28.2,0.04,0.67,0.25,36.8,0.67,0.25,0.05,0.14,16.3,0.00,0.00,0.00,0.06,0.06,0.09,-0.03,-0.03,Matches,44781702
110,Tom Davies,eng ENG,MF,Everton,23,1998,2.6,0.38,2.31,0.77,33.3,2.31,0.77,0.17,0.50,16.4,0.00,0.00,0.00,0.35,0.35,0.15,0.04,0.04,Matches,9228b07c
111,Keinan Davis,eng ENG,FW,Aston Villa,23,1998,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,9deaf2c8
112,Craig Dawson,eng ENG,DF,West Ham,31,1990,30.6,0.07,0.82,0.16,20.0,0.82,0.16,0.08,0.40,7.7,0.00,0.00,0.00,0.09,0.09,0.12,-0.03,-0.03,Matches,3e9e06cb
113,Kevin De Bruyne,be BEL,MF,Manchester City,30,1991,24.5,0.61,3.14,1.27,40.3,3.15,1.27,0.19,0.48,18.6,0.29,0.00,0.00,0.26,0.26,0.08,0.35,0.35,Matches,e46012d4
114,Troy Deeney,eng ENG,FW,Watford,33,1988,0.3,0.00,6.67,0.00,0.0,7.20,0.00,0.00,,9.0,0.00,0.00,0.00,1.33,1.33,0.20,-1.33,-1.33,Matches,82e34b69
115,Liam Delap,eng ENG,FW,Manchester City,18,2003,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,dd897ee7
116,Fabian Delph,eng ENG,MF,Everton,31,1989,7.4,0.00,0.27,0.00,0.0,0.27,0.00,0.00,,25.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,111c3236
117,Leander Dendoncker,be BEL,MF,Wolves,26,1995,21.7,0.09,01.06,0.46,43.5,01.06,0.46,0.09,0.20,15.2,0.00,0.00,0.00,0.12,0.12,0.11,-0.03,-0.03,Matches,5a7301ae
118,Emmanuel Dennis,ng NGA,FWMF,Watford,23,1997,28.7,0.35,2.13,0.94,44.3,2.13,0.94,0.16,0.37,14.9,0.21,0.00,0.00,0.26,0.26,0.12,0.09,0.09,Matches,2c44a35d
119,Kiernan Dewsbury Hall,eng ENG,MF,Leicester City,22,1998,23.4,0.04,0.90,0.13,14.3,0.90,0.13,0.05,0.33,20.7,0.04,0.00,0.00,0.06,0.06,0.06,-0.01,-0.01,Matches,5c74c0f5
120,Ibrahima Diallo,fr FRA,MF,Southampton,22,1999,11.4,0.00,0.70,0.35,50.0,0.70,0.35,0.00,0.00,20.6,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches,11ff3d56
121,Raphael Dias Belloli,br BRA,FWMF,Leeds United,24,1996,32.4,0.34,2.62,0.65,24.7,2.62,0.65,0.08,0.33,20.2,0.31,0.12,0.12,0.35,0.25,0.10,-0.01,-0.04,Matches,3423f250
122,Rúben Dias,pt POR,DF,Manchester City,24,1997,26.7,0.07,0.67,0.15,22.2,0.67,0.15,0.11,0.50,10.6,0.00,0.00,0.00,0.08,0.08,0.12,-0.01,-0.01,Matches,31c69ef1
123,Luis Díaz,co COL,FW,Liverpool,24,1997,10.6,0.38,3.58,1.32,36.8,3.57,1.32,0.11,0.29,16.0,0.00,0.00,0.00,0.42,0.42,0.12,-0.05,-0.05,Matches,4a1a9578
124,Eric Dier,eng ENG,DF,Tottenham,27,1994,34.1,0.00,0.38,0.12,30.8,0.38,0.12,0.00,0.00,13.5,0.12,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches,ac861941
125,Lucas Digne,fr FRA,DF,Aston Villa,28,1993,14.1,0.00,0.64,0.14,22.2,0.64,0.14,0.00,0.00,17.8,0.07,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches,1b84dbe1
126,Lucas Digne,fr FRA,DF,Everton,28,1993,13.0,0.00,0.69,0.08,11.1,0.69,0.08,0.00,0.00,21.1,0.23,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches,1b84dbe1
127,Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34.0,0.09,01.03,0.38,37.1,01.03,0.38,0.09,0.23,11.8,0.03,0.00,0.00,0.07,0.07,0.07,0.02,0.02,Matches,e06683ca
128,Issa Diop,fr FRA,DF,West Ham,24,1997,10.7,0.00,0.19,0.19,100.0,0.19,0.19,0.00,0.00,7.6,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,Matches,a712ca2b
129,Moussa Djenepo,ml MLI,MF,Southampton,23,1998,5.1,0.00,2.16,0.20,9.1,2.17,0.20,0.00,0.00,16.1,0.00,0.00,0.00,0.29,0.29,0.14,-0.29,-0.29,Matches,254147d4
130,Lewis Dobbin,eng ENG,FWMF,Everton,18,2003,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,e814e1cf
131,Matt Doherty,ie IRL,DF,Tottenham,29,1992,9.7,0.21,1.65,0.62,37.5,1.65,0.62,0.13,0.33,13.8,0.00,0.00,0.00,0.26,0.26,0.16,-0.05,-0.05,Matches,d557d734
132,Gabriel Dos Santos,br BRA,DF,Arsenal,23,1997,34.0,0.15,0.88,0.35,40.0,0.88,0.35,0.17,0.42,11.0,0.00,0.00,0.00,0.08,0.08,0.09,0.07,0.07,Matches,67ac5bb8
133,Abdoulaye Doucouré,ml MLI,MF,Everton,28,1993,28.2,0.07,1.21,0.35,29.4,1.21,0.35,0.06,0.20,17.3,0.00,0.00,0.00,0.10,0.10,0.08,-0.02,-0.02,Matches,02b29014
134,Kieran Dowell,eng ENG,FWMF,Norwich City,23,1997,10.1,0.10,0.79,0.20,25.0,0.79,0.20,0.13,0.50,22.1,0.30,0.00,0.00,0.12,0.12,0.15,-0.02,-0.02,Matches,2f6ec02a
135,Cody Drameh,eng ENG,DF,Leeds United,19,2001,1.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,e0d1510a
136,Martin Dúbravka,sk SVK,GK,Newcastle Utd,32,1989,26.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,3a949a25
137,Shane Duffy,ie IRL,DF,Brighton,29,1992,16.0,0.06,1.31,0.31,23.8,1.32,0.31,0.05,0.20,9.4,0.00,0.00,0.00,0.08,0.08,0.06,-0.02,-0.02,Matches,7314bba4
138,Paul Dummett,wls WAL,DF,Newcastle Utd,29,1991,2.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,3fe6bd8c
139,Lewis Dunk,eng ENG,DF,Brighton,29,1991,28.6,0.03,0.66,0.24,36.8,0.66,0.24,0.05,0.14,10.0,0.00,0.00,0.00,0.04,0.04,0.06,-0.01,-0.01,Matches,282f75f3
140,Ederson,br BRA,GK,Manchester City,27,1993,37.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,3bb7b8b4
141,Odsonne Édouard,fr FRA,FW,Crystal Palace,23,1998,17.4,0.34,2.18,0.98,44.7,2.19,0.98,0.13,0.29,12.7,0.00,0.06,0.06,0.40,0.35,0.16,-0.05,-0.06,Matches,0562b7f1
142,CJ Egan-Riley,eng ENG,DF,Manchester City,18,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d313e8ff
143,Anthony Elanga,se SWE,FW,Manchester Utd,19,2002,13.5,0.15,1.56,0.52,33.3,1.56,0.52,0.10,0.29,15.4,0.00,0.00,0.00,0.22,0.22,0.14,-0.07,-0.07,Matches,2fba6108
144,Harvey Elliott,eng ENG,MF,Liverpool,18,2003,3.8,0.00,2.63,0.26,10.0,2.60,0.26,0.00,0.00,17.2,0.00,0.00,0.00,0.24,0.24,0.09,-0.24,-0.24,Matches,c8387671
145,Mohamed Elneny,eg EGY,MF,Arsenal,29,1992,9.0,0.00,0.89,0.22,25.0,0.89,0.22,0.00,0.00,25.7,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches,47a34c4f
146,Mohamed Elyounoussi,no NOR,MFFW,Southampton,26,1994,22.7,0.18,1.89,0.75,39.5,1.90,0.75,0.09,0.24,13.7,0.00,0.00,0.00,0.26,0.26,0.15,-0.09,-0.09,Matches,68dc0dac
147,Emerson,br BRA,DF,Tottenham,22,1999,25.4,0.04,0.59,0.16,26.7,0.59,0.16,0.07,0.25,14.6,0.00,0.00,0.00,0.06,0.06,0.10,-0.02,-0.02,Matches,df8b52a5
148,Christian Eriksen,dk DEN,MF,Brentford,29,1992,10.4,0.10,2.12,0.77,36.4,2.11,0.77,0.05,0.13,23.2,0.48,0.00,0.00,0.13,0.13,0.07,-0.04,-0.04,Matches,980522ec
149,Oghenekaro Etebo,ng NGA,MF,Watford,25,1995,4.5,0.00,0.67,0.00,0.0,0.67,0.00,0.00,,30.9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,b579e83d
150,Jonny Evans,nir NIR,DF,Leicester City,33,1988,15.0,0.07,0.20,0.13,66.7,0.20,0.13,0.33,0.50,5.7,0.00,0.00,0.00,0.05,0.05,0.25,0.02,0.02,Matches,f8fcd2a5
151,Eberechi Eze,eng ENG,MFFW,Crystal Palace,23,1998,6.7,0.15,1.49,0.15,10.0,1.49,0.15,0.10,1.00,20.2,0.15,0.00,0.00,0.07,0.07,0.05,0.07,0.07,Matches,ae4fc6a4
152,Łukasz Fabiański,pl POL,GK,West Ham,36,1985,37.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,9328b835
153,Fabinho,br BRA,MF,Liverpool,27,1993,25.7,0.19,0.74,0.27,36.8,0.74,0.27,0.16,0.43,18.8,0.04,0.08,0.08,0.13,0.07,0.11,0.06,0.04,Matches,7f3b388c
154,Kiko Femenía,es ESP,DF,Watford,30,1991,23.8,0.00,0.13,0.04,33.3,0.13,0.04,0.00,0.00,19.6,0.00,0.00,0.00,0.00,0.00,0.03,-0.00,-0.00,Matches,e5d01ecf
155,Evan Ferguson,ie IRL,MF,Brighton,16,2004,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,4596da74
156,Nathan Ferguson,eng ENG,DF,Crystal Palace,20,2000,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,2f8d27bc
157,Bruno Fernandes,pt POR,MF,Manchester Utd,26,1994,34.6,0.29,2.51,0.84,33.3,2.52,0.84,0.11,0.34,21.2,0.17,0.00,0.06,0.28,0.24,0.09,0.01,0.05,Matches,507c7bdf
158,Álvaro Fernández,es ESP,GK,Brentford,23,1998,12.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,f127d782
159,Federico Fernández,ar ARG,DF,Newcastle Utd,32,1989,5.8,0.00,01.03,0.17,16.7,01.03,0.17,0.00,0.00,9.2,0.00,0.00,0.00,0.07,0.07,0.07,-0.07,-0.07,Matches,f25b010f
160,Fernandinho,br BRA,MFDF,Manchester City,36,1985,10.7,0.19,1.68,0.28,16.7,1.68,0.28,0.11,0.67,16.4,0.00,0.00,0.00,0.15,0.15,0.09,0.04,0.04,Matches,101da2b5
161,Roberto Firmino,br BRA,FW,Liverpool,29,1991,11.0,0.45,2.73,1.00,36.7,2.73,1.00,0.17,0.45,15.1,0.00,0.00,0.00,0.45,0.45,0.17,0.00,0.00,Matches,4c370d81
162,Junior Firpo,es ESP,DF,Leeds United,24,1996,19.0,0.00,0.63,0.05,8.3,0.63,0.05,0.00,0.00,13.3,0.00,0.00,0.00,0.05,0.05,0.08,-0.05,-0.05,Matches,24f59bb2
163,Ashley Fletcher,eng ENG,FW,Watford,25,1995,0.3,0.00,6.67,3.33,50.0,6.00,3.00,0.00,0.00,19.9,0.00,0.00,0.00,1.33,1.33,0.19,-1.33,-1.33,Matches,eeb6551f
164,Phil Foden,eng ENG,FW,Manchester City,21,2000,23.6,0.38,2.46,0.93,37.9,2.45,0.93,0.16,0.41,14.1,0.00,0.00,0.00,0.39,0.39,0.16,-0.00,-0.00,Matches,ed1e53f3
165,Wesley Fofana,fr FRA,DF,Leicester City,20,2000,7.0,0.00,0.43,0.14,33.3,0.43,0.14,0.00,0.00,8.0,0.00,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches,132a82f1
166,Pablo Fornals,es ESP,FWMF,West Ham,25,1996,31.1,0.19,1.38,0.35,25.6,1.38,0.35,0.14,0.55,18.4,0.00,0.00,0.00,0.16,0.16,0.12,0.03,0.03,Matches,82927de4
167,Adam Forshaw,eng ENG,MF,Leeds United,29,1991,17.0,0.00,0.82,0.24,28.6,0.82,0.24,0.00,0.00,25.5,0.06,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches,9f1938ab
168,Marcus Forss,fi FIN,FWMF,Brentford,22,1999,2.3,0.00,2.17,0.00,0.0,2.15,0.00,0.00,,14.0,0.00,0.00,0.00,0.09,0.09,0.05,-0.09,-0.09,Matches,82c215a0
169,Fraser Forster,eng ENG,GK,Southampton,33,1988,19.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,c3e39f12
170,Ben Foster,eng ENG,GK,Watford,38,1983,26.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,d0b3ceb9
171,Tariqe Fosu,gh GHA,DF,Brentford,25,1995,0.2,0.00,5.00,0.00,0.0,5.29,0.00,0.00,,18.4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches,3dcef539
172,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,27,1994,16.3,0.12,1.47,0.43,29.2,1.47,0.43,0.08,0.29,17.2,0.00,0.00,0.00,0.17,0.17,0.12,-0.05,-0.05,Matches,d56543a0
173,Fred,br BRA,MF,Manchester Utd,28,1993,22.5,0.18,0.67,0.40,60.0,0.67,0.40,0.27,0.44,20.2,0.00,0.00,0.00,0.07,0.07,0.10,0.11,0.11,Matches,b853e0ad
174,Ryan Fredericks,eng ENG,DF,West Ham,28,1992,3.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,c067631c
175,Leo Fuhr Hjelde,no NOR,DF,Leeds United,17,2003,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,d102b8a2
176,Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,31.6,0.25,1.65,0.70,42.3,1.64,0.70,0.15,0.36,16.5,0.13,0.00,0.00,0.18,0.18,0.11,0.07,0.07,Matches,c2731c10
177,Alejandro Garnacho,es ESP,FW,Manchester Utd,17,2004,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,7aa8adfe
178,Dwight Gayle,eng ENG,FW,Newcastle Utd,30,1990,0.4,0.00,5.00,0.00,0.0,4.74,0.00,0.00,,7.0,0.00,0.00,0.00,0.75,0.75,0.15,-0.75,-0.75,Matches,e58a03c6
179,Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,6bd603db
180,David de Gea,es ESP,GK,Manchester Utd,30,1990,38.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,7ba6d84e
181,Joe Gelhardt,eng ENG,FWMF,Leeds United,19,2002,8.3,0.24,2.65,01.08,40.9,2.65,01.09,0.09,0.22,15.8,0.00,0.00,0.00,0.37,0.37,0.14,-0.13,-0.13,Matches,01962d0d
182,Anwar El Ghazi,nl NED,FWMF,Aston Villa,26,1995,4.3,0.23,1.63,0.47,28.6,1.63,0.47,0.00,0.00,21.3,0.00,0.23,0.23,0.26,0.07,0.04,-0.02,-0.07,Matches,ffa90327
183,Anwar El Ghazi,nl NED,FW,Everton,26,1995,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,ffa90327
184,Saman Ghoddos,ir IRN,DFMF,Brentford,27,1993,6.0,0.17,1.33,0.33,25.0,1.34,0.34,0.13,0.50,20.0,0.17,0.00,0.00,0.10,0.10,0.08,0.07,0.07,Matches,f7b1d4e0
185,Dimitris Giannoulis,gr GRE,DF,Norwich City,25,1995,13.0,0.00,0.23,0.15,66.7,0.23,0.15,0.00,0.00,18.7,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches,112c495e
186,Morgan Gibbs-White,eng ENG,FWMF,Wolves,21,2000,0.1,0.00,20.0,0.00,0.0,20.00,0.00,0.00,,16.2,0.00,0.00,0.00,1.00,1.00,0.06,-1.00,-1.00,Matches,32f60ed8
187,Ben Gibson,eng ENG,DF,Norwich City,28,1993,27.7,0.00,0.29,0.14,50.0,0.29,0.14,0.00,0.00,10.0,0.00,0.00,0.00,0.04,0.04,0.15,-0.04,-0.04,Matches,bcfb0142
188,Billy Gilmour,sct SCO,MF,Norwich City,20,2001,20.6,0.00,0.87,0.15,16.7,0.87,0.15,0.00,0.00,22.3,0.10,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches,df10e27c
189,Ben Godfrey,eng ENG,DF,Everton,23,1998,22.5,0.00,0.80,0.27,33.3,0.80,0.27,0.00,0.00,16.7,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches,9f7c837d
190,André Gomes,pt POR,MF,Everton,28,1993,6.9,0.00,02.03,0.58,28.6,02.04,0.58,0.00,0.00,22.3,0.00,0.00,0.00,0.10,0.10,0.05,-0.10,-0.10,Matches,1961b2aa
191,Toti Gomes,pt POR,DF,Wolves,22,1999,4.0,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,8.0,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches,f0caab96
192,Joe Gomez,eng ENG,DF,Liverpool,24,1997,3.7,0.00,0.27,0.00,0.0,0.27,0.00,0.00,,29.1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches,7a11550b
193,Charlie Goode,eng ENG,DF,Brentford,25,1995,5.0,0.00,0.40,0.00,0.0,0.40,0.00,0.00,,10.5,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches,7aee4dd3
194,Anthony Gordon,eng ENG,MFFW,Everton,20,2001,25.4,0.16,1.73,0.75,43.2,1.73,0.75,0.09,0.21,18.5,0.20,0.00,0.00,0.13,0.13,0.08,0.02,0.02,Matches,2bd83368
195,Kaide Gordon,eng ENG,FW,Liverpool,16,2004,0.1,0.00,10.0,10.0,100.0,10.00,10.00,0.00,0.00,19.0,0.00,0.00,0.00,4.00,4.00,0.45,-4.00,-4.00,Matches,19a9cb70
196,Dan Gosling,eng ENG,MF,Watford,31,1990,1.8,0.56,1.11,0.56,50.0,01.08,0.54,0.50,1.00,15.6,0.00,0.00,0.00,0.11,0.11,0.09,0.44,0.44,Matches,7fec31a0
197,Demarai Gray,eng ENG,MFFW,Everton,25,1996,26.0,0.19,2.50,0.58,23.1,2.50,0.58,0.08,0.33,20.2,0.15,0.00,0.00,0.17,0.17,0.07,0.02,0.02,Matches,4468ec10
198,Jack Grealish,eng ENG,FW,Manchester City,25,1995,21.3,0.14,2.11,0.75,35.6,2.12,0.75,0.07,0.19,14.3,0.00,0.00,0.00,0.23,0.23,0.11,-0.08,-0.08,Matches,b0b4fd3e
199,Mason Greenwood,eng ENG,FWMF,Manchester Utd,19,2001,14.1,0.35,3.40,1.28,37.5,3.40,1.27,0.10,0.28,18.7,0.00,0.00,0.00,0.31,0.31,0.09,0.04,0.04,Matches,58eee997
200,Sam Greenwood,eng ENG,MFFW,Leeds United,19,2002,2.6,0.00,1.54,0.00,0.0,1.52,0.00,0.00,,19.4,0.38,0.00,0.00,0.15,0.15,0.09,-0.15,-0.15,Matches,f3354c07
201,Pascal Groß,de GER,MFDF,Brighton,30,1991,22.6,0.09,01.02,0.31,30.4,01.02,0.31,0.09,0.29,16.7,0.04,0.00,0.04,0.13,0.10,0.09,-0.04,-0.01,Matches,8aec0537
202,Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,29.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,ab13a5aa
203,Marc Guéhi,eng ENG,DF,Crystal Palace,21,2000,35.8,0.06,0.50,0.14,27.8,0.50,0.14,0.11,0.40,10.3,0.00,0.00,0.00,0.05,0.05,0.10,0.00,0.00,Matches,d0706b27
204,Bruno Guimarães,br BRA,MF,Newcastle Utd,23,1997,11.5,0.43,1.91,0.96,50.0,1.91,0.96,0.23,0.45,18.4,0.00,0.00,0.00,0.25,0.25,0.14,0.18,0.18,Matches,82518f62
205,İlkay Gündoğan,de GER,MF,Manchester City,30,1990,20.6,0.39,2.67,0.87,32.7,2.67,0.87,0.15,0.44,13.9,0.10,0.00,0.00,0.42,0.42,0.16,-0.03,-0.03,Matches,819b3158
206,Angus Gunn,eng ENG,GK,Norwich City,25,1996,9.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,e082af5b
207,Grant Hanley,sct SCO,DF,Norwich City,29,1991,32.2,0.03,0.62,0.12,20.0,0.62,0.12,0.05,0.25,8.1,0.00,0.00,0.00,0.06,0.06,0.09,-0.03,-0.03,Matches,e9254eec
208,Jack Harrison,eng ENG,FWMF,Leeds United,24,1996,29.3,0.27,1.50,0.58,38.6,1.50,0.58,0.18,0.47,16.9,0.00,0.00,0.00,0.14,0.14,0.09,0.14,0.14,Matches,aa849a12
209,Kortney Hause,eng ENG,DF,Aston Villa,26,1995,4.4,0.23,0.45,0.45,100.0,0.45,0.45,0.50,0.50,10.1,0.00,0.00,0.00,0.02,0.02,0.04,0.20,0.20,Matches,bf8fad51
210,Kai Havertz,de GER,FWMF,Chelsea,22,1999,20.1,0.40,2.79,1.14,41.1,2.79,1.14,0.14,0.35,12.2,0.00,0.00,0.00,0.48,0.48,0.17,-0.08,-0.08,Matches,fed7cb61
211,Isaac Hayden,eng ENG,MFDF,Newcastle Utd,26,1995,11.1,0.09,0.54,0.09,16.7,0.54,0.09,0.17,1.00,12.8,0.00,0.00,0.00,0.04,0.04,0.07,0.05,0.05,Matches,c951a6df
212,Hwang Hee-chan,kr KOR,FWMF,Wolves,25,1996,20.2,0.25,1.44,0.59,41.4,1.44,0.59,0.17,0.42,15.1,0.00,0.00,0.00,0.20,0.20,0.14,0.05,0.05,Matches,169fd162
213,Jordan Henderson,eng ENG,MF,Liverpool,31,1990,28.9,0.07,01.07,0.21,19.4,01.07,0.21,0.06,0.33,23.0,0.03,0.00,0.00,0.05,0.05,0.05,0.02,0.02,Matches,935e6b8f
214,Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,0.8,1.25,1.25,1.25,100.0,1.25,1.25,1.00,1.00,27.0,0.00,0.00,0.00,0.00,0.00,0.03,1.25,1.25,Matches,989d5705
215,Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,76eca7e2
216,Rico Henry,eng ENG,DF,Brentford,24,1997,30.8,0.10,0.45,0.16,35.7,0.45,0.16,0.21,0.60,16.0,0.00,0.00,0.00,0.06,0.06,0.13,0.04,0.04,Matches,8a3c1dc7
217,Son Heung-min,kr KOR,FWMF,Tottenham,29,1992,33.4,0.69,2.57,1.41,54.7,2.57,1.41,0.27,0.49,15.4,0.06,0.00,0.00,0.49,0.49,0.19,0.20,0.20,Matches,92e7e919
